otar_id,name,status,Decyzja,description_500,znaki,Uwagii WB,Uwagi Gosi,Uwagi Przemek
K01.30.10.3MMKHZ,Zamek w Strzelcach Opolskich,ok,,"Zamek w Strzelcach Opolskich powstał w średniowieczu jako siedziba książąt opolskich, a w kolejnych stuleciach był wielokrotnie przebudowywany. W XVII–XVIII w. przekształcono go w barokową rezydencję pałacową z rozbudowanymi skrzydłami i dziedzińcem. W 1945 r. został spalony i odtąd pozostaje w ruinie. Obecnie zachowane są przede wszystkim mury obwodowe, fragmenty skrzydeł i elementy dawnego założenia pałacowo-zamkowego.",424,,,
K01.30.10.RSDT53,Zamek w Białowicach,ok,,"Zamek w Białowicach wzniósł w 1435 r. Wentzel von Biberstein. W XVI w. przebudowano go w stylu renesansowym i rozbudowano jako rezydencję o funkcjach obronnych. Około 1758 r. przekształcono go w spichlerz, zacierając pierwotne cechy stylowe. Budynek na planie litery L jest dwukondygnacyjny i częściowo podpiwniczony. Obecnie pozostaje w stanie zaawansowanej ruiny, z zawalonym dachem i fragmentami ścian.",405,,duplikat,usuniety jeden z duplikatow
K01.30.10.V3ZPLU,Zamek w Tudorowie,ok,,"Ruiny średniowiecznej wieży mieszkalno-obronnej z połowy XIV w. w Tudorowie (świętokrzyskie). Z dawnego założenia zamkowego ocalały mury sięgające 20 metrów. Obiekt to surowa, niezagospodarowana ruina ukryta pośród pól. Ze względu na dzikie otoczenie i trudne dojście, podziwianie budowli z bliska to wyzwanie przeznaczone głównie dla zdeterminowanych eksploratorów.",366,,,
K01.30.20.G7Y1EQ,Dwór obronny w Widuchowej,ok,,"Dwór obronny z 1620 r w stylu późnoklasycystycznym kiedyś był też otoczony murem warownym 
przed II wojną światową dwór stał się własnością  kapitana Bolesława Makowskiego i do dziś należy do jego przodków. Wejście na teren dworu jest możliwe jedynie po wcześniejszym uzgodnieniu z właścicielami ",296,,,
K01.30.10.286NAV,Zamek biskupów chełmińskich w Wąbrzeźnie,ok,,"Zamek w Wąbrzeźnie wzniesiono w XIV w. jako gotycką rezydencję biskupów chełmińskich. Założenie obejmowało murowany zamek główny na planie zbliżonym do czworoboku, dziedziniec, zabudowę mieszkalną, mury obronne oraz przedzamcze. Po zniszczeniach wojennych i utracie znaczenia był stopniowo rozbierany. Obecnie zachowały się jedynie relikty murów i fundamentów, tworzące trwałą ruinę.",383,,,
K01.30.10.L4B8J8,Zamek Bierzgłowski,ok,,"Zamek Bierzgłowski wzniesiono w latach 1270–1305 jako gotycką siedzibę komturów krzyżackich. Składa się z dwuskrzydłowego zamku wysokiego z refektarzem i kapitularzem, przedzamcza, wieży bramnej, murów oraz fosy. Cennym elementem jest ceramiczny tympanon portalu z ok. 1300 r. W XIX–XX w. zamek restaurowano w duchu neogotyckim. Obecnie należy do Diecezji Toruńskiej i jest sukcesywnie odnawiany.",396,,,
K01.30.10.MSNBVS,Zamek krzyżacki w Toruniu,ok,,"Zamek krzyżacki w Toruniu wzniesiono w XIII w. jako jeden z najstarszych murowanych zamków zakonu krzyżackiego w Prusach. Miał nietypowy, podkowiasty plan, z domem konwentualnym, dziedzińcem, wieżami, murami i rozległym przedzamczem. W 1454 r. został zdobyty i zburzony przez mieszczan toruńskich. Obecnie zachowały się ruiny zamku głównego, fragmenty murów oraz dobrze zachowane gdanisko.",389,,,
K01.30.10.LQSJLK,Zamek książąt mazowieckich w Płocku,ok,,"Zamek książąt mazowieckich w Płocku wzniesiono w XIV w. jako murowaną siedzibę książęcą na Wzgórzu Tumskim. Założenie obejmowało mury obronne, zabudowę mieszkalną oraz dwie charakterystyczne wieże: Szlachecką i Zegarową. Po włączeniu Mazowsza do Korony zamek tracił znaczenie i był stopniowo przekształcany. Obecnie zachowane wieże i fragmenty zabudowy są częścią zespołu katedralno-zamkowego i mieszczą Muzeum Diecezjalne.",423,,,
K01.30.10.76VF71,Zamek w Czarnym Borze,ok,,"Zamek w Czarnym Borze wzniesiono w XIV w. jako niewielką murowaną warownię rycerską. Założenie obejmowało wieżę mieszkalno-obronną, dziedziniec oraz obwód murów, a jego położenie wykorzystywało naturalne walory obronne terenu. Zamek został zniszczony w XV w. i nie odzyskał dawnego znaczenia. Obecnie zachował się jedynie w postaci ruin i słabo czytelnych reliktów murów.",371,,,
K01.30.10.XTCGYT,Zamek w Ratnie Dolnym,ok,,"Ruiny zamku w Ratnie Dolnym to malownicze, choć zaniedbane pozostałości renesansowej budowli z XVI wieku, wzniesionej na wcześniejszych założeniach obronnych. Charakterystyczna sylwetka z wieżą góruje nad okolicą, przypominając o dawnej świetności. Niestety, po pożarze w 1998 roku obiekt popadł w ruinę.",304,,,
K01.20.10.S5FUKE,Pałac w Kaczorowie,ok,,"Najstarsze informacje dotyczące Kaczorowa pochodzą z 1240 roku. Na przestrzeni wieków miejscowość kilkukrotnie zmieniała swoją nazwę, a jej dzieje były związane z różnymi etapami rozwoju zabudowy rezydencjonalnej. Około 1561 roku powstało tutaj pierwotne założenie obronne  przypuszczalnie dwór lub niewielki zamek. W 1829 roku dawną budowlę przebudowano, nadając jej formę pałacu w stylu eklektycznym. Obecnie obiekt pełni funkcję szkoły podstawowej.",451,,,
K01.20.10.KF8FQL,Pałac w Kondratowicach,ok,,"Historia rezydencji w Kondratowicach sięga XVI wieku, kiedy około 1550 roku wzniesiono tutaj renesansowy zamek otoczony wodą. Około 1740 roku obiekt został przekształcony w barokowy pałac, zmieniając swój pierwotny obronny charakter na reprezentacyjną siedzibę. W 1651 roku właścicielem tutejszego majątku został Mikołaj Henel z Prudnika. Pałac stanowi część większego zespołu zabudowań, obejmującego również park i ogród gospodarczy z XIX wieku oraz dawne budynki folwarczne.",476,,,
K01.30.10.UGZWBT,Zamek w Krzepicach,ok,,"Zamek w Krzepicach wzniesiono około 1350 r. z polecenia Kazimierza Wielkiego jako gotycką, ceglaną warownię. W XVI w. przebudowano go na renesansową rezydencję z trzema skrzydłami, wieżą bramną, krużgankami i narożnymi wieżyczkami, a w XVII w. otoczono fortyfikacjami bastionowymi. Od XVIII w. popadał w ruinę i został rozebrany w XIX w.",337,,?????,resztki
K01.30.10.54TG1M,Zamek w Toszku,ok,,"Zamek w Toszku wzniesiono na początku XV w. jako murowaną warownię, później wielokrotnie przebudowywaną. Pod koniec XVI w. otrzymał formy renesansowe, a w latach 1650–1666 rozbudowano go o nowy budynek pałacowy, baszty, loggie i arkadowe galerie. Po pożarze w 1811 r. popadł w ruinę. W latach 1957–1963 został częściowo odbudowany. Obecnie mieści Centrum Kultury „Zamek w Toszku”.",380,,fair????,juz zmienione
K01.30.20.MNDTV9,Dwór obronny w Jastrzębiu-Zdroju,ok,,"Dwór obronny w Jastrzębiu-Zdroju wzniesiono w XVII w. jako niewielką murowaną rezydencję o cechach obronnych. Budowla miała zwartą bryłę, grube mury i była elementem dawnego założenia dworskiego. W kolejnych stuleciach obiekt przebudowywano, dostosowując go do funkcji mieszkalnych. Obecnie dwór zachował historyczną formę i stanowi cenny zabytek architektury rezydencjonalnej..",378,,,
K01.30.10.AB4MVJ,Zamek w Korzkwi,ok,,"Zamek w Korzkwi to XIV-wieczna rezydencja obronna niedaleko Krakowa, która po latach zaniedbań została podniesiona z ruin i stanowi dziś znakomity przykład udanej prywatnej rewitalizacji. Od 1997 roku obiekt jest sukcesywnie odbudowywany i pieczołowicie restaurowany przez obecnego właściciela. Obecnie dawna gotycka warownia odzyskała swoją historyczną bryłę, z odrestaurowaną wieżą mieszkalną, reprezentacyjnymi komnatami i surowymi, kamiennymi murami.",454,,hotel,juz zmienione
K01.30.10.S1YTK9,Zamek w Białym Kościele,ok,,"Zamek w Białym Kościele był niewielką średniowieczną warownią, prawdopodobnie rycerską, usytuowaną na skalistym wzgórzu. Założenie miało charakter obronny i wykorzystywało naturalne ukształtowanie terenu. Jego dokładny układ architektoniczny jest słabo rozpoznany. Obecnie zachowały się jedynie relikty murów i ślady dawnego założenia, a obiekt ma postać słabo czytelnej ruiny.",377,,,
K01.30.10.H9BF24,Zamek w Mielniku,ok,,"Zamek z XIV w., zniszczony w wyniku pożaru w XVI w. oraz po potopie szwedzkim pozostałości zamku zostały zasypane ziemią przez rosyjskich zaborców po powstaniu styczniowym. Jedynymi dobrze widocznymi pozostałościami są ruiny kościoła zamkowego znajdujące się tuż obok zasypanych ruin zamku",289,,,
K01.30.10.RWVWPH,Zamek w Pyzdrach,ok,,"Zamek w Pyzdrach wzniesiono w XIV w. jako królewską warownię związaną z systemem obronnym miasta. Założenie obejmowało murowany dom mieszkalny, dziedziniec, mury obronne i wieżę, a całość była powiązana z fortyfikacjami miejskimi. W późniejszych stuleciach zamek tracił znaczenie, był przebudowywany i częściowo rozbierany. Obecnie nie zachował się jako samodzielna budowla; jego relikty są słabo czytelne w strukturze zabudowy.",428,,,
K01.30.20.KW44VS,Wieża rycerska w Żarkach Wielkich,ok,,"Wieża rycerska w Żarkach Wielkich to średniowieczna warowna siedziba rycerska, wzniesiona prawdopodobnie w XIV wieku jako gniazdo lokalnego feudała. Obiekt miał formę prostokątnej, trzykondygnacyjnej wieży z cegły, a dziś zachowały się jedynie fragmenty murów obwodowych, co nadaje mu charakter trwałej ruiny.",309,,,
K01.20.10.Q99X53,Pałac w Dużej Wólce,ok,,"Renesansowy pałac w Dużej Wólce (dolnośląskie), wzniesiony w 1570 r. z kamienia i cegły dla Georga von Puscha. W XIX w. zyskał dwie oficyny. Nad wejściem zachowała się tablica fundacyjna z herbami. Zabytek czeka na remont. Wnętrza są niedostępne do zwiedzania, ale bryłę można obejrzeć z zewnątrz.",297,,,
K01.30.20.QAHLWL,Pałac w Sarnach,ok,,"Pałac w Sarnach to renesansowa, obronna rezydencja wzniesiona ok. 1590 roku z częściowym wykorzystaniem murów wcześniejszego założenia. Budowla miała reprezentacyjny charakter, była trzykondygnacyjna, z wieżową klatką schodową, dekoracją sgraffitową i regularnym układem wnętrz. W XVIII wieku dobudowano kaplicę, a w 1819 roku wykonano nową więźbę i dach łamany. Późniejsze przebudowy nadały mu historyzujący wygląd, jednak zachował on renesansowy charakter.",458,,,
K01.30.10.TRGXDV,Zamek Grodziec,ok,,"Zamek Grodziec powstał na średniowiecznym grodzie, a jego murowana forma rozwijała się od XV w. jako warownia książęca. Założenie obejmowało zamek górny z pałacem, wieżą, kaplicą, dziedzińcem i murami obronnymi oraz rozległe przedzamcze. W XVI w. został rozbudowany w stylu renesansowym. Po zniszczeniach wojny trzydziestoletniej popadł w ruinę. Obecnie jest częściowo odbudowany, zabezpieczony i udostępniony turystycznie.",423,,,
K01.30.10.4842P7,Zamek w Moryniu,ok,,"Zamek w Moryniu wzniesiono w XIV w. jako gotycką warownię margrabiów brandenburskich. Założenie obejmowało murowany obwód obronny, zabudowę mieszkalną, dziedziniec i wieżę, a jego układ wykorzystywał naturalne walory obronne terenu nad jeziorem Morzycko. Zamek utracił znaczenie i został rozebrany w późniejszych stuleciach. Obecnie zachowały się jedynie fragmenty murów i relikty fundamentów dawnej warowni.",408,,,
K01.30.10.15LD56,Zamek w Prabutach,ok,,"Ruiny zamku biskupiego w Prabutach, wzniesionego w XIII wieku i rozbudowanego w XIV stuleciu, zachowały gotyckie piwnice ze sklepieniami krzyżowo-żebrowymi oraz fragmenty murów obronnych. ",188,,,
K01.30.10.AYK7XW,Zamek Ogrodzieniec,ok,,"Zamek Ogrodzieniec wzniesiono w XIV w. jako gotycką warownię na skalistym wzgórzu. W XVI w. Bonerowie rozbudowali go w rozległą renesansową rezydencję obronną, wykorzystując naturalne ostańce wapienne jako element fortyfikacji. Założenie obejmowało zamek górny, dziedzińce, wieże, bramy i zabudowę mieszkalną. Po zniszczeniach XVII–XVIII w. popadł w ruinę. Obecnie ruiny są zabezpieczone i udostępnione turystycznie.",416,,,
K01.30.20.NZB2SX,Dwór obronny w Łękach Górnych,ok,,"Zespół dworski w Łękach Górnych (woj. podkarpackie) to unikalny, renesansowy dwór obronny z przełomu XVI i XVII wieku. Murowany zabytek, wzniesiony na planie prostokąta, zdobi rzadka na tych terenach attyka typu krakowskiego. Otacza go zabytkowy park z wiekowym drzewostanem oraz dawnymi stawami rybnymi.",304,,,
K01.30.10.9TN4SW,Zamek w Krągu,ok,,"Zamek w Krągu to zabytkowa rezydencja nad jeziorem Zamkowym w województwie zachodniopomorskim. Początki warowni sięgają XV wieku, a obecny wygląd to efekt renesansowej przebudowy rodu Podewilsów. Dziś mieści hotel, a przy obiekcie zachowały się także elementy dawnej zabudowy obronnej i kaplica",294,,hotel,juz zmienione
K01.30.10.EY5REQ,Zamek w Ossolinie,ok,,"Zamek w Ossolinie wzniesiono w latach 1633–1640 z inicjatywy Jerzego Ossolińskiego jako czteroskrzydłową, trzykondygnacyjną rezydencję z niewielkim dziedzińcem, cylindryczną wieżą, kaplicą, attykami i murem obronnym. Do założenia prowadził arkadowy most przez wąwóz, a przedzamcze posiadało własne umocnienia. Zamek wysadzono w 1816 r., a resztki zniszczono w 1944 r. Obecnie zachowała się jedynie samotna arkada dawnego mostu.",427,,,
K01.20.10.WCQ7NJ,Pałac Biskupów Krakowskich w Kielcach,ok,,"Pałac Biskupów Krakowskich w Kielcach wzniesiono w latach 1637–1644 jako barokową rezydencję biskupią o cechach reprezentacyjnych i obronnych. Czteroskrzydłowe założenie z dziedzińcem flankują narożne wieże, a fasadę zdobią loggie i kamieniarka. Pałac powstał w obrębie wcześniejszego zespołu biskupiego. Obecnie jest bardzo dobrze zachowany, mieści Muzeum Narodowe w Kielcach i jest udostępniony zwiedzającym.",410,,,
K01.30.10.E7KJY4,Zamek Firlejów w Dąbrowicy,ok,,"W Dąbrowicy zachowały się pozostałości renesansowej rezydencji Firlejów, rozbudowywanej od XVI do XVII wieku. Po pożarze i zniszczeniach popadła w ruinę. Ocalałą basztę wkomponowano w Międzynarodowy Dom Spotkań w latach 70. XX wieku.",233,,?? W wiki pałac,zostaje
K01.20.10.7HMDLG,Pałac w Osmolicach,ok,,"Zespół pałacowo-parkowy w Osmolicach to historyczna rezydencja, której korzenie sięgają średniowiecza. Początkowo w tym miejscu funkcjonował obronny kasztel otoczony wodami rzek Bystrzycy i Kosarzewki  z tej najstarszej budowli przetrwały do dziś masywne mury w przyziemiu oraz ciężko sklepione piwnice. Obecny pałac powstał w 1831 roku. Na przełomie XIX i XX wieku, za sprawą rodów Grabowskich i Stadnickich, budowlę rozbudowano o dodatkową kondygnację, taras południowy i boczne aneksy.",488,,,
K01.30.10.P387H1,Zamek w Kazimierzu Dolnym,ok,,"Zamek w Kazimierzu Dolnym wzniesiono w XIV w. jako królewską warownię z kamienia wapiennego. Założenie obejmowało zamek górny z wieżą mieszkalno-obronną, dziedziniec, mury obronne i bramę, a funkcjonalnie powiązane było także z wcześniejszą cylindryczną basztą położoną wyżej na wzgórzu. W XVI w. zamek przebudowano w stylu renesansowym. Po zniszczeniach XVII w. popadł w ruinę. Obecnie jest zabezpieczony i udostępniony turystycznie.",434,,,
K01.30.10.WCZXHD,Zamek w Rogóźnie,ok,,"Zamek w Rogóźnie wzniesiono w XIII w. jako gotycką warownię krzyżacką, rozbudowaną z drewniano-ziemnej strażnicy. Zespół składał się z zamku górnego, przedzamcza wewnętrznego i rozległego przedzamcza zewnętrznego, otoczonych murami, basztami i fosami; zachowała się także wieża bramna. Po zniszczeniach XVII w. i rozbiórce w XVIII w. pozostał częściowo w ruinie. Obecnie jest własnością prywatną.",396,,https://pl.wikipedia.org/wiki/Rog%C3%B3%C5%BAno-Zamek,to jest wikipedia wsi a nie zamku
K01.30.10.2BFLE9,Zamek krzyżacki w Grudziądzu,ok,,"Zamek krzyżacki w Grudziądzu wzniesiono w XIII–XIV w. jako gotycką siedzibę komturów. Założenie obejmowało zamek wysoki z dziedzińcem, skrzydłami mieszkalnymi, kaplicą, wieżą główną Klimek, murami obronnymi oraz przedzamczem. W XVII–XVIII w. obiekt podupadał i był stopniowo rozbierany. Obecnie zachowały się relikty murów, fundamenty zabudowy oraz zrekonstruowana wieża Klimek, udostępniona turystycznie.",405,,,
K01.20.10.8JU6DP,Pałac w Mełnie,ok,,Eklektyczny pałac w Mełnie (woj. kujawsko-pomorskie) wzniesiony w 1855 r. dla rodu Bielerów. W 1902 r. dobudowano do niego nowe skrzydło w związku ze spodziewaną wizytą cesarza Wilhelma. Budowlę urozmaicają dwie wieże. Zabytek otacza stary park z egzotycznym drzewostanem. Obecnie obiekt należy do Instytutu Zootechniki w Krakowie.,331,,,
K01.30.20.SLQSDC,Dwór obronny w Grocholinie,ok,,"Dwór obronny wzniesiono na przełomie XVI i XVII w. jako późnorenesansową fortalicję fundacji Wojciecha Baranowskiego. Budowlę cechują masywne, grube mury, wieża o późniejszym, XIX-wiecznym zwieńczeniu oraz manierystyczny portal wejściowy. Obiekt łączy funkcję mieszkalną z obronną i zachował charakterystyczne elementy dawnej rezydencji szlacheckiej.",350,,,
K01.20.10.KWGEJK,Zamek Piastowski w Oławie,ok,,"Pałac Luizy w Oławie powstał jako część dawnego Zamku Piastowskiego, którego początki sięgały gotyckiego zamku myśliwskiego z XIV wieku. W XVII wieku obiekt został przebudowany w stylu renesansowo-barokowym przez włoskich architektów, a za czasów księżnej Ludwiki Anhalckiej powstało skrzydło nazwane „Luisenbau”. Po opuszczeniu zamku przez Piastów budowla stopniowo traciła znaczenie i była wykorzystywana m.in. jako lazaret, koszary oraz szkoła.",447,,,
K01.30.10.CK4YWL,Zamek w Liwie,ok,,"Zamek w Liwie wzniesiono w pierwszej połowie XV w. jako gotycką warownię książąt mazowieckich. Założenie obejmowało murowany dom mieszkalny, dziedziniec, mury obronne oraz wieżę bramną. W XVI w. zamek rozbudowano, a po zniszczeniach XVII w. stopniowo tracił znaczenie. Obecnie zachowane są wieża bramna, fragmenty murów i odbudowany budynek dworu. W zespole działa muzeum.",372,,,
K01.30.10.YZBTE6,Arsenał Miejski we Wrocławiu,ok,,"Arsenał wybudowany w XIII wieku na reliktach zamku książęcego który nigdy nie został skończony
obecnie w Arsenale znajduje się Muzeum Miejskie Wrocławia, jest też miejscem organizowania wielu imprez kulturalnych",211,,,
K01.30.10.2C2MG4,Zamek w Rogowie Sobóckim,ok,,"Zamek w Rogowie Sobóckim powstał w XVI w. jako renesansowa rezydencja o cechach obronnych. W kolejnych stuleciach był przebudowywany i przekształcany w wygodniejszą siedzibę ziemiańską. Budowla zachowała zwartą bryłę, historyczny układ przestrzenny oraz elementy dawnej architektury rezydencjonalnej. Obecnie zamek pozostaje zachowany jako zabytek i stanowi część historycznego zespołu rezydencjonalnego.",404,,,
K01.30.10.WFPHQJ,Zamek Bolków,ok,,"Zamek w Bolkowie powstał w XIII w. jako książęca warownia obronna, rozbudowywana w kolejnych stuleciach. Charakterystycznym elementem jest wysoka wieża o planie zbliżonym do kropli, otoczona murami i zabudową mieszkalną. W XVI w. zamek zmodernizowano, wzmacniając jego system obronny. Po późniejszych zniszczeniach częściowo popadł w ruinę. Obecnie jest zabezpieczony, mieści muzeum i jest udostępniony zwiedzającym.",416,,,
K01.30.10.7UMSRE,Zamek w Urazie,ok,,"Ruiny zamku w Urazie to pozostałości jednej z najbardziej unikalnych pod względem architektonicznym warowni w Polsce, malowniczo usytuowane nad samym brzegiem Odry. Pierwszy gród obronny istniał w tym miejscu już w XII wieku, chroniąc strategiczną przeprawę przez rzekę, natomiast murowany zamek wzniósł na przełomie XIII i XIV wieku książę Henryk III Głogowczyk.",363,,,
K01.30.10.21V6QH,Zamek Stillfriedów w Nowej Rudzie,ok,,"Zamek Stillfriedów w Nowej Rudzie to jedna z najważniejszych nizinnych rezydencji magnackich w hrabstwie kłodzkim. Choć współczesna bryła gmachu ma charakter wieloskrzydłowego, barokowo-klasycystycznego pałacu, jej początki sięgają XIV wieku, kiedy wzniesiono tu murowany, gotycki zamek obronny o założeniu wieżowym. Nowi właściciele rządzili stąd dobrami noworudzkimi przez blisko cztery stulecia.",398,,,
K01.20.10.4TQ6W9,Pałac w Rudnicy,ok,,"Pałac w Rudnicy powstał w XVI w. jako renesansowy dwór, następnie był kilkakrotnie rozbudowywany, a w XIX w. otrzymał jednolitą formę klasycystyczną z neogotycką wieżą. Czteroskrzydłowa, dwukondygnacyjna budowla otaczała niewielki dziedziniec; zachowały się fragmenty sgraffitów, kamiennych obramień i sklepień. Obecnie pałac znajduje się w stanie zaawansowanej ruiny, z zachowanymi murami obwodowymi i cylindryczną wieżą.",422,,,
K01.20.10.VX4BRC,Pałac w Gogołowie,ok,,"Historia tego miejsca zaczyna się od myśliwskiej siedziby książąt świdnickich. W 1538 roku na jej miejscu powstał renesansowy dwór, który w późniejszych okresach był wielokrotnie przekształcany. Dawna rezydencja obecnie pozostaje opuszczona i stopniowo popada w ruinę. W 1894 roku w miejscu wcześniejszego dworu myśliwskiego i renesansowej siedziby wzniesiono pałac.",366,,,
K01.30.10.4JPZSM,Zamek w Bobolicach,ok,,"Zamek warowny wchodzący w skład systemu Orlich Gniazd, wybudowany na wapiennej skale z polecenia króla Kazimierza III Wielkiego w latach 1350-1352. Na początku XV wieku przestał być własnością królewską, przez następne stulecia przechodził przez władanie wielu rodów szlacheckich i był wielokrotnie przebudowywany. W pobliżu znajduje się hotel oraz restauracja.",361,,,
K01.30.10.97SCB1,Zamek w Smoleniu,ok,,"Zamek w Smoleniu powstał w XIV w. jako gotycka warownia na skalistym wzgórzu. Założenie obejmowało zamek górny z cylindryczną wieżą, zabudową mieszkalną i murami obronnymi oraz dwa podzamcza. W XVI w. był rozbudowywany, lecz w XVII w. zaczął tracić znaczenie i popadać w ruinę. Obecnie zachowane są mury, wieża i relikty zabudowy; ruiny zostały zabezpieczone i są udostępnione turystycznie.",390,,,
K01.30.10.GMZQH8,Zamek w Rabsztynie,ok,,"Zamek w Rabsztynie ukształtował się w XIV–XV w. jako gotycka warownia ze skalnym zamkiem górnym, wieżą, zabudową mieszkalną i dziedzińcem. Później rozbudowano go o zamek średni i dolny, bramę, fosę oraz późnorenesansowy pałac. Po spaleniu przez Szwedów w 1657 r. stopniowo popadał w ruinę. Obecnie jest częściowo zrekonstruowany, zabezpieczony i udostępniony turystycznie.",372,,,
K01.30.10.KMKV89,Zamek Królewski w Nowym Sączu,ok,,"Zamek został wzniesiony przez Wacława II Czeskiego na miejscu wcześniejszej drewnianej strażnicy. Informację tę potwierdza dokument z 1331 roku. W 1611 roku obiekt ucierpiał w pożarze, a następnie w latach 1611-1615 został rozbudowany. Zamek uległ całkowitemu zniszczeniu w 1945 roku w wyniku potężnej eksplozji. Do dziś zachowały się jedynie jego szczątki na narożu skarpy. Istniejąca Baszta Kowalska i fragmenty murów przyziemia nie należały do zamku, lecz do miejskiego systemu obronnego.",491,,,
K01.30.20.7PEL4N,Kasztel we Frydmanie,ok,,"Kasztel we Frydmanie powstał w latach 1585–1590 jako renesansowa rezydencja obronna, przebudowana z wcześniejszej XIV-wiecznej wieży strażniczej chroniącej granicę polsko-węgierską. Jednokondygnacyjny dwór miał formę inspirowaną włoskimi zamkami, z alkierzami i attyką. Przebudowa z 1910 r. zatarła część renesansowych cech. Obecnie kasztel pozostaje własnością prywatną i nie jest udostępniony turystom.",404,,,
K01.30.10.WCAQAV,Zamek w Borysławicach Zamkowych,ok,,"Zamek w Borysławicach Zamkowych wzniesiono od ok. 1425 r. jako gotycką rezydencję biskupią. Tworzyły go dwa równoległe, trzykondygnacyjne budynki mieszkalne w obrębie murów o wymiarach ok. 21,4 × 25 m, z dziedzińcem, bramą i narożną wieżyczką. W XV–XVI w. rozbudowano przedbramie, wieżę i zewnętrzny obwód murów. Po zniszczeniu w 1656 r. popadł w ruinę. Obecnie zachowały się fragmenty wieży bramnej, przedbramia i murów zabudowy.",430,,,
K01.30.20.7G5BD8,Dwór obronny w Kamionce,ok,,"Dwór obronny w Kamionce wzniesiono prawdopodobnie w drugiej połowie XVI w. dla arcybiskupów gnieźnieńskich. Trójkondygnacyjny budynek na planie prostokąta 10,7 × 18,3 m miał sklepione dolne kondygnacje i dach czterospadowy. W XVIII w. dobudowano trakt komunikacyjny i barokowy szczyt. Już w 1677 r. pełnił funkcję lamusa. Obecnie zachowały się głównie ceglane mury obwodowe, a prywatny obiekt pozostaje w złym stanie technicznym.",429,,,
K01.30.10.MCRYC4,Zamek w Oporowie,ok,,"Zamek w Oporowie wzniesiono w latach 1434–1449 jako gotycką rezydencję obronną rodu Oporowskich. Ceglana warownia ma zwarty plan z wewnętrznym dziedzińcem, wieżą bramną, narożną wieżą oraz fosą. W późniejszych stuleciach wnętrza przekształcano w stylu renesansowym i barokowym. Obecnie zamek jest bardzo dobrze zachowany, otoczony parkiem i mieści muzeum.",355,,,
K01.30.10.K4AJ2N,Zamek w Wojsławicach,ok,,"Zamek w Wojsławicach powstał około 1550 r. jako niewielka warownia rycerska rodu Wężyków. Założenie miało plan zbliżony do kwadratu, mury o grubości ok. 1,7 m, dziedziniec, dwu- lub trzykondygnacyjny dom mieszkalny, bramę z furtą oraz basztę o średnicy ok. 6 m. Całość zajmowała około 500 m². Obecnie zachowały się fragmenty murów, ściany działowej, baszty i bramy.",365,,,
K01.30.10.ARLS83,Zamek joannitów w Łagowie,ok,,"Zamek w Łagowie to jedna z najpiękniejszych i najlepiej zachowanych rezydencji obronnych w zachodniej Polsce, malowniczo usytuowana na sztucznym wzniesieniu w przesmyku między jeziorami Trześniowskim i Łagowskim. Historia obiektu nierozerwalnie wiąże się z zakonem joannitów, którzy po 1347 roku utworzyli tu komandorię i rozpoczęli budowę murowanej warowni. Obecnie mieści się tu hotel i restauracja, a zabytkowe wnętrza oraz wieża widokowa są udostępnione dla gości.",468,hotel,hotel,już zmienione
K01.30.20.H9M2NN,Wieża mieszkalna w Dzietrzychowicach,ok,,"Wieża mieszkalna w Dzietrzychowicach to jeden z najcenniejszych i najlepiej zachowanych średniowiecznych obiektów o charakterze mieszkalno-obronnym w zachodniej Polsce. Stanowi rzadki przykład rycerskiej siedziby rodowej, która przetrwała wieki w niemal niezmienionej formie architektonicznej. Początki budowli sięgają przełomu XIV i XV wieku. Wzniesiona została prawdopodobnie przez śląski ród rycerski von Promnitz jako ufortyfikowane centrum tutejszego majątku.",464,,,
K01.30.10.PC6TEU,Zamek w Krośnie Odrzańskim,ok,,"Zamek Piastowski w Krośnie Odrzańskim należy do najstarszych i najważniejszych warowni zachodniej Polski. Jego początki sięgają pierwszej połowy XIII wieku, kiedy został wzniesiony z inicjatywy księcia Henryka Brodatego jako książęca rezydencja i twierdza strzegąca przeprawy przez Odrę. W kolejnych stuleciach zamek rozbudowano, nadając mu formę czteroskrzydłowego założenia z wieżą bramną oraz renesansowymi krużgankami.",422,,,
K01.20.10.5XF14C,Pałac w Podzamku,ok,,"Dzisiejszy pałac, utrzymany w stylu neogotyckim, powstał w XIX wieku. Jego bryła kryje pozostałości zamku wzniesionego w 1554 roku. Z dawnych elementów zachował się również renesansowy portal. Obiekt jest efektem przebudowy wcześniejszego dworu z połowy XVI wieku, przeprowadzonej na przełomie XVII i XVIII stulecia.",316,,,
K01.30.20.U8ZUWC,Dwór obronny w Snowidzy,ok,,"Dwór w Snowidzy (dawniej Hertwigswaldau) to zabytkowa rezydencja położona w województwie dolnośląskim, w powiecie jaworskim, w gminie Mściwojów. Obiekt powstał w drugiej połowie XVII wieku, prawdopodobnie z inicjatywy rodu von Nostitz. Pierwotnie miał charakter obronny i był otoczony fosą. W XVIII i XIX wieku dwór był wielokrotnie przebudowywany, uzyskując obecną rozbudowaną formę. Z rezydencją związany jest zabytkowy park z ogrodem ozdobnym oraz pozostałości dawnego zespołu folwarcznego.",493,,,
